1	0	0	0.742331	0.730769	0.159292	0.000033	0.000029	0.288158	0.000294
1	0	0	0.705521	0.653846	0.123894	0.000031	0.000029	0.298684	0.000199
1	0	0	0.711656	0.723077	0.146018	0.000035	0.000029	0.318421	0.000328
0	1	0	0.834356	0.861538	0.146018	0.058007	0.000045	0.369079	0.000458
1	0	0	0.815951	0.807692	0.146018	0.047354	0.000041	0.470395	0.000348
0	1	0	0.834356	0.846154	0.154867	0.063635	0.000060	0.516447	0.000453
0	1	0	0.865031	0.846154	0.176991	0.605026	0.000047	0.541447	0.000488
1	0	0	0.570552	0.546154	0.092920	0.000017	0.000017	0.163158	0.000124
0	1	0	0.662577	0.730769	0.137168	0.043072	0.000039	0.404605	0.000338
0	1	0	0.552147	0.546154	0.092920	0.000018	0.000018	0.153289	0.000144
0	1	0	0.705521	0.684615	0.119469	0.000031	0.000028	0.267763	0.000259
1	0	0	0.435583	0.446154	0.079646	0.000012	0.000010	0.113158	0.000090
0	1	0	0.552147	0.515385	0.092920	0.000015	0.000014	0.119737	0.000114
0	1	0	0.674847	0.653846	0.119469	0.000030	0.000027	0.257895	0.000269
0	0	1	0.294479	0.269231	0.039823	0.000002	0.000002	0.030921	0.000020
0	0	1	0.251534	0.230769	0.048673	0.000001	0.000002	0.019737	0.000012
0	0	1	0.257669	0.230769	0.044248	0.000001	0.000001	0.016447	0.000015
0	0	1	0.478528	0.453846	0.084071	0.000007	0.000006	0.059211	0.000075
1	0	0	0.576687	0.569231	0.106195	0.000021	0.000022	0.298684	0.000139
0	1	0	0.564417	0.576923	0.106195	0.000016	0.000013	0.144737	0.000149
0	0	1	0.398773	0.376923	0.061947	0.000006	0.000006	0.033553	0.000045
0	1	0	0.644172	0.653846	0.141593	0.000030	0.000026	0.280921	0.000244
0	0	1	0.638037	0.630769	0.106195	0.000021	0.000018	0.146053	0.000189
1	0	0	0.490798	0.492308	0.084071	0.000011	0.000010	0.078947	0.000100
1	0	0	0.595092	0.553846	0.115044	0.000019	0.000019	0.126316	0.000159
0	1	0	0.576687	0.553846	0.106195	0.000017	0.000016	0.138816	0.000149
1	0	0	0.496933	0.476923	0.088496	0.000014	0.000013	0.120395	0.000109
0	1	0	0.613497	0.615385	0.123894	0.000023	0.000019	0.230921	0.000219
1	0	0	0.546012	0.538462	0.106195	0.000016	0.000014	0.125658	0.000134
1	0	0	0.576687	0.592308	0.119469	0.000021	0.000021	0.157895	0.000169
0	0	1	0.300613	0.292308	0.053097	0.000003	0.000003	0.018421	0.000025
0	1	0	0.619632	0.615385	0.110619	0.000021	0.000018	0.171053	0.000174
1	0	0	0.552147	0.530769	0.092920	0.000015	0.000013	0.148026	0.000134
1	0	0	0.619632	0.623077	0.097345	0.000022	0.000023	0.210526	0.000174
0	1	0	0.650307	0.630769	0.115044	0.000025	0.000022	0.254605	0.000199
1	0	0	0.521472	0.500000	0.084071	0.000013	0.000013	0.105263	0.000100
1	0	0	0.638037	0.615385	0.106195	0.000021	0.000017	0.173026	0.000184
1	0	0	0.582822	0.546154	0.106195	0.000017	0.000017	0.133553	0.000134
0	1	0	0.693252	0.676923	0.141593	0.000032	0.000026	0.254605	0.000318
0	1	0	0.730061	0.761538	0.163717	0.045479	0.000031	0.294737	0.000483
0	1	0	0.582822	0.600000	0.106195	0.000019	0.000016	0.151974	0.000169
0	0	1	0.380368	0.361538	0.061947	0.000005	0.000005	0.053289	0.000045
1	0	0	0.680982	0.653846	0.115044	0.000027	0.000020	0.221053	0.000274
0	1	0	0.490798	0.492308	0.097345	0.000012	0.000010	0.129605	0.000100
0	1	0	0.730061	0.730769	0.150442	0.044134	0.000036	0.296053	0.000423
1	0	0	0.699387	0.738462	0.154867	0.041939	0.000035	0.343421	0.000378
0	1	0	0.742331	0.692308	0.172566	0.038860	0.000036	0.380921	0.000313
0	1	0	0.736196	0.730769	0.132743	0.356574	0.000033	0.290789	0.000279
1	0	0	0.730061	0.730769	0.123894	0.000033	0.000027	0.248684	0.000313
0	1	0	0.736196	0.723077	0.132743	0.000033	0.000027	0.255263	0.000303
0	1	0	0.680982	0.653846	0.123894	0.000028	0.000021	0.209868	0.000284
0	1	0	0.754601	0.730769	0.150442	0.390196	0.000035	0.309868	0.000343
0	1	0	0.705521	0.684615	0.123894	0.000033	0.000029	0.331579	0.000284
1	0	0	0.760736	0.784615	0.154867	0.057158	0.000038	0.252632	0.000672
0	1	0	0.638037	0.653846	0.146018	0.000035	0.000029	0.296053	0.000318
1	0	0	0.730061	0.730769	0.141593	0.466289	0.000030	0.307895	0.000577
1	0	0	0.711656	0.692308	0.123894	0.035852	0.000028	0.284211	0.000358
0	1	0	0.699387	0.715385	0.159292	0.045833	0.000025	0.292763	0.000438
1	0	0	0.766871	0.715385	0.123894	0.042293	0.000036	0.269737	0.000398
1	0	0	0.687117	0.676923	0.141593	0.000031	0.000025	0.273026	0.000259
0	1	0	0.564417	0.546154	0.115044	0.000018	0.000016	0.150000	0.000164
0	1	0	0.705521	0.692308	0.141593	0.000035	0.000023	0.303947	0.000328
1	0	0	0.693252	0.653846	0.119469	0.000029	0.000025	0.220395	0.000254
1	0	0	0.680982	0.676923	0.132743	0.000027	0.000023	0.200658	0.000259
1	0	0	0.730061	0.715385	0.154867	0.039462	0.000030	0.334211	0.000388
0	1	0	0.766871	0.761538	0.146018	0.044665	0.000038	0.418421	0.000388
1	0	0	0.852761	0.861538	0.168142	0.052876	0.000044	0.450658	0.000483
1	0	0	0.815951	0.823077	0.172566	0.056839	0.000043	0.510526	0.000478
1	0	0	0.656442	0.669231	0.132743	0.000026	0.000020	0.182237	0.000249
1	0	0	0.576687	0.576923	0.115044	0.000019	0.000016	0.173684	0.000144
1	0	0	0.576687	0.569231	0.115044	0.000018	0.000015	0.175000	0.000164
0	1	0	0.582822	0.576923	0.110619	0.000020	0.000021	0.111842	0.000154
